order_id,user_id,restaurant_id,current_cart_items,candidate_addon_item,is_meal_complement,user_item_frequency,user_recent_diet_trend,addon_dietary_type,cart_dietary_type,delivery_distance_km,order_hour_of_day,addon_price,cart_value,item_rating,is_top_seller,target_added_to_cart
ORD11541,U1247,R537,Oatmeal Bowl,Extra Chutney,1,5,Balanced,Non-Veg,Vegan,4.9,0,152.0,1355.0,4.7,0,0
ORD11542,U1267,R512,Beef Burger,Butter Naan,1,4,Healthy,Non-Veg,Veg,1.3,23,159.0,1323.0,3.0,0,0
ORD11543,U1456,R541,Paneer Butter Masala,Filter Coffee,0,3,Balanced,Veg,Non-Veg,,2,178.0,925.0,3.4,0,1
ORD11544,U1489,R514,Pasta Alfredo,Extra Chutney,0,3,Healthy,Veg,Vegan,11.0,15,111.0,449.0,3.4,1,0
ORD11545,U1462,R503,Beef Burger,Extra Chutney,1,4,Junk,Veg,Vegan,5.2,12,198.0,695.0,4.9,0,1
ORD11546,U1245,R531,Pasta Alfredo,French Fries,1,3,Junk,Non-Veg,Non-Veg,9.6,19,244.0,1467.0,3.3,1,0
ORD11547,U1422,R539,Oatmeal Bowl,French Fries,1,2,Balanced,Veg,Non-Veg,10.1,1,82.0,970.0,3.1,0,0
ORD11548,U1195,R547,Paneer Butter Masala,Chocolate Brownie,1,6,Junk,Vegan,Veg,11.1,1,182.0,1204.0,4.1,0,1
ORD11549,U1015,R545,Pasta Alfredo,Garlic Bread,0,1,Junk,Non-Veg,Vegan,13.5,13,234.0,757.0,4.1,0,0
ORD11550,U1022,R549,Paneer Butter Masala,Extra Chutney,1,3,Balanced,Vegan,Vegan,6.8,8,178.0,868.0,4.7,0,0
ORD11551,U1101,R540,Paneer Butter Masala,Miso Soup,1,2,,Non-Veg,Veg,2.9,8,177.0,729.0,4.9,0,0
ORD11552,U1266,R546,Oatmeal Bowl,Extra Chutney,0,4,Balanced,Veg,Veg,5.1,0,71.0,1099.0,4.1,0,0
ORD11553,U1465,R523,Beef Burger,Chocolate Brownie,0,2,Balanced,Non-Veg,Vegan,6.8,20,143.0,1299.0,4.9,1,0
ORD11554,U1059,R536,Beef Burger,Green Tea,1,3,Healthy,Vegan,Vegan,10.9,23,149.0,835.0,4.5,0,0
ORD11555,U1426,R509,Paneer Butter Masala,Mint Raita,0,2,Healthy,Non-Veg,Non-Veg,0.7,9,181.0,799.0,,1,1
ORD11556,U1437,R500,Margherita Pizza,Filter Coffee,0,2,Healthy,Vegan,Non-Veg,5.1,12,249.0,609.0,4.9,1,0
ORD11557,U1088,R519,Masala Dosa,Garlic Bread,1,3,Balanced,Veg,Vegan,11.8,9,28.0,389.0,4.3,0,0
ORD11558,U1453,R549,Oatmeal Bowl,Butter Naan,0,3,Healthy,Vegan,Vegan,10.2,21,35.0,1418.0,3.8,0,1
ORD11559,U1017,R544,Masala Dosa,Butter Naan,0,4,Junk,Veg,Non-Veg,11.1,22,38.0,577.0,4.4,0,1
ORD11560,U1305,R524,Masala Dosa,Butter Naan,1,4,Healthy,Vegan,Veg,12.3,10,191.0,1231.0,3.8,0,0
ORD11561,U1440,R504,Beef Burger,French Fries,1,2,Junk,Veg,Veg,11.9,21,51.0,1116.0,3.2,0,0
ORD11562,U1360,R504,Beef Burger,Butter Naan,1,2,Healthy,Vegan,Vegan,10.4,7,163.0,1218.0,4.4,1,0
ORD11563,U1382,R500,Margherita Pizza,Filter Coffee,1,4,Junk,Veg,Vegan,6.9,1,95.0,1415.0,4.6,1,0
ORD11564,U1495,R546,Masala Dosa,Mint Raita,1,2,Junk,Veg,Non-Veg,14.8,0,125.0,992.0,4.5,1,0
ORD11565,U1133,R516,Masala Dosa,Butter Naan,1,2,Junk,Veg,Vegan,8.8,23,70.0,1362.0,3.5,0,0
ORD11566,U1026,R535,Paneer Butter Masala,Extra Chutney,0,8,Junk,Vegan,Veg,,19,219.0,376.0,4.9,0,0
ORD11567,U1050,R534,Beef Burger,Extra Chutney,1,3,Junk,Vegan,Non-Veg,4.7,9,155.0,996.0,3.1,0,0
ORD11568,U1283,R511,Masala Dosa,French Fries,1,3,Healthy,Veg,Non-Veg,10.6,13,237.0,1193.0,3.7,0,0
ORD11569,U1231,R510,Sushi Platter,Filter Coffee,0,4,Balanced,Non-Veg,Veg,13.9,14,152.0,517.0,3.5,0,0
ORD11570,U1086,R533,Margherita Pizza,Mint Raita,0,1,Balanced,Veg,Veg,3.1,8,48.0,1150.0,3.1,0,0
ORD11571,U1384,R526,Pasta Alfredo,Garlic Bread,1,4,Balanced,Non-Veg,Non-Veg,1.7,19,59.0,1201.0,3.8,1,1
ORD11572,U1187,R534,Sushi Platter,Chocolate Brownie,0,4,Balanced,Veg,Vegan,13.3,1,247.0,1272.0,4.2,1,0
ORD11573,U1289,R550,Sushi Platter,Mint Raita,0,4,Balanced,Vegan,Veg,13.8,0,187.0,572.0,,0,0
ORD11574,U1287,R531,Pasta Alfredo,Chocolate Brownie,1,3,Junk,Non-Veg,Non-Veg,4.5,2,31.0,1070.0,5.0,1,0
ORD11575,U1106,R546,Oatmeal Bowl,Green Tea,1,3,Healthy,Vegan,Vegan,6.0,7,182.0,561.0,4.6,0,0
ORD11576,U1193,R543,Oatmeal Bowl,Chocolate Brownie,1,2,Junk,Non-Veg,Vegan,10.1,23,115.0,1148.0,3.9,0,0
ORD11577,U1091,R511,Margherita Pizza,Miso Soup,0,2,Healthy,Non-Veg,Non-Veg,5.3,10,91.0,775.0,4.4,1,0
ORD11578,U1032,R544,Sushi Platter,Extra Chutney,0,2,Healthy,Non-Veg,Veg,13.2,13,55.0,957.0,4.7,1,0
ORD11579,U1060,R504,Masala Dosa,Filter Coffee,1,2,Healthy,Non-Veg,Vegan,2.1,12,213.0,711.0,3.9,0,1
ORD11580,U1008,R525,Beef Burger,Healthy Quinoa Salad,1,3,Healthy,Vegan,Veg,1.1,13,35.0,369.0,4.6,0,0
ORD11581,U1253,R527,Margherita Pizza,French Fries,0,0,Balanced,Non-Veg,Non-Veg,3.5,10,87.0,390.0,4.0,1,0
ORD11582,U1084,R532,Paneer Butter Masala,Miso Soup,1,4,Healthy,Veg,Veg,4.6,14,90.0,255.0,3.8,0,0
ORD11583,U1168,R512,Pasta Alfredo,Chocolate Brownie,0,3,Healthy,Veg,Vegan,2.1,12,57.0,984.0,4.1,0,0
ORD11584,U1333,R510,Sushi Platter,Butter Naan,1,6,Balanced,Non-Veg,Non-Veg,1.5,12,137.0,1296.0,4.4,0,0
ORD11585,U1159,R511,Margherita Pizza,Filter Coffee,1,4,Junk,Vegan,Vegan,11.5,0,23.0,178.0,4.5,1,0
ORD11586,U1174,R519,Chicken Biryani,Miso Soup,1,1,Junk,Vegan,Vegan,2.9,19,89.0,239.0,3.7,0,0
ORD11587,U1432,R538,Chicken Biryani,French Fries,1,4,Junk,Non-Veg,Non-Veg,13.8,21,235.0,768.0,4.1,1,0
ORD11588,U1233,R543,Oatmeal Bowl,Extra Chutney,0,6,Junk,Vegan,Non-Veg,5.8,22,91.0,1146.0,4.8,0,0
ORD11589,U1025,R523,Pasta Alfredo,Filter Coffee,1,3,Healthy,Vegan,Veg,10.2,19,103.0,363.0,5.0,0,0
ORD11590,U1207,R514,Beef Burger,French Fries,1,2,Balanced,Vegan,Non-Veg,3.8,22,129.0,517.0,3.5,1,0
ORD11591,U1029,R524,Masala Dosa,Green Tea,0,1,Balanced,Non-Veg,Veg,4.0,13,149.0,463.0,3.4,0,1
ORD11592,U1108,R510,Beef Burger,Green Tea,1,4,,Veg,Non-Veg,8.8,1,206.0,689.0,4.4,0,0
ORD11593,U1122,R524,Beef Burger,French Fries,0,4,Balanced,Veg,Vegan,8.6,19,64.0,454.0,3.8,0,0
ORD11594,U1160,R527,Beef Burger,Miso Soup,1,3,Healthy,Veg,Veg,11.6,15,221.0,626.0,3.0,1,1
ORD11595,U1190,R515,Pasta Alfredo,Filter Coffee,1,2,Junk,Veg,Non-Veg,11.5,21,194.0,1134.0,3.7,0,0
ORD11596,U1484,R549,Beef Burger,Miso Soup,1,4,Healthy,Veg,Veg,10.2,10,186.0,975.0,4.6,0,0
ORD11597,U1228,R523,Paneer Butter Masala,Garlic Bread,0,6,Healthy,Vegan,Veg,7.0,20,40.0,21858.557874374743,4.6,0,0
ORD11598,U1276,R502,Pasta Alfredo,Chocolate Brownie,1,3,Healthy,Vegan,Veg,13.4,14,25.0,1011.0,4.0,0,0
ORD11599,U1027,R508,Paneer Butter Masala,Garlic Bread,1,2,Healthy,Vegan,Vegan,9.5,14,157.0,10350.656967692265,3.9,0,1
ORD11600,U1203,R513,Pasta Alfredo,Green Tea,1,5,Healthy,Non-Veg,Non-Veg,14.9,20,219.0,1412.0,4.2,1,0
ORD11601,U1341,R541,Oatmeal Bowl,Extra Chutney,0,1,Junk,Vegan,Non-Veg,12.4,8,154.0,541.0,3.4,0,0
ORD11602,U1093,R522,Margherita Pizza,Mint Raita,1,1,Healthy,Veg,Veg,1.1,7,69.0,1130.0,4.1,0,0
ORD11603,U1242,R537,Chicken Biryani,Chocolate Brownie,1,1,Junk,Vegan,Non-Veg,5.1,0,41.0,1137.0,3.0,0,0
ORD11604,U1073,R535,Beef Burger,Green Tea,0,1,Balanced,Veg,Vegan,8.8,0,181.0,449.0,4.0,1,0
ORD11605,U1008,R504,Oatmeal Bowl,Miso Soup,0,2,Healthy,Vegan,Veg,11.0,2,186.0,1369.0,3.7,0,0
ORD11606,U1155,R501,Margherita Pizza,Miso Soup,1,3,Healthy,Veg,Vegan,8.5,21,60.0,813.0,4.3,0,0
ORD11607,U1150,R545,Chicken Biryani,Miso Soup,1,1,Balanced,Vegan,Vegan,11.9,22,26.0,1066.0,4.3,1,0
ORD11608,U1132,R515,Sushi Platter,Extra Chutney,0,1,Junk,Veg,Non-Veg,4.6,0,114.0,347.0,3.8,0,0
ORD11609,U1492,R509,Masala Dosa,Garlic Bread,0,2,Healthy,Veg,Non-Veg,3.2,12,154.0,498.0,3.0,0,1
ORD11610,U1368,R513,Paneer Butter Masala,Mint Raita,0,3,Balanced,Non-Veg,Veg,1.3,2,182.0,941.0,3.5,0,1
ORD11611,U1091,R544,Sushi Platter,Miso Soup,1,5,Balanced,Vegan,Vegan,8.8,15,206.0,581.0,4.3,1,1
ORD11612,U1113,R531,Pasta Alfredo,Healthy Quinoa Salad,1,4,Healthy,Veg,Non-Veg,10.5,14,160.0,825.0,3.1,0,0
ORD11613,U1218,R508,Chicken Biryani,Chocolate Brownie,1,3,Junk,Vegan,Veg,5.2,1,46.0,655.0,3.2,1,0
ORD11614,U1252,R506,Sushi Platter,Filter Coffee,1,1,Junk,Veg,Veg,9.4,9,177.0,1015.0,4.3,0,0
ORD11615,U1316,R505,Masala Dosa,Healthy Quinoa Salad,1,2,Healthy,Non-Veg,Non-Veg,1.3,7,246.0,808.0,,0,0
ORD11616,U1050,R539,Oatmeal Bowl,Mint Raita,0,0,Balanced,Non-Veg,Vegan,1.9,23,228.0,156.0,3.6,0,0
ORD11617,U1068,R539,Chicken Biryani,Extra Chutney,0,2,Healthy,Non-Veg,Veg,10.7,20,220.0,1027.0,4.0,1,0
ORD11618,U1451,R523,Sushi Platter,Mint Raita,0,2,Junk,Non-Veg,Non-Veg,5.8,20,89.0,720.0,,0,0
ORD11619,U1170,R530,Paneer Butter Masala,Filter Coffee,1,5,Balanced,Veg,Veg,10.2,21,193.0,611.0,4.9,0,0
ORD11620,U1023,R511,Paneer Butter Masala,Chocolate Brownie,1,3,Healthy,Vegan,Non-Veg,12.6,15,216.0,277.0,3.6,0,0
ORD11621,U1465,R501,Margherita Pizza,Filter Coffee,0,2,Balanced,Non-Veg,Veg,12.9,21,176.0,447.0,4.6,0,0
ORD11622,U1497,R532,Sushi Platter,French Fries,0,4,Junk,Non-Veg,Vegan,3.0,20,78.0,452.0,4.2,0,0
ORD11623,U1412,R509,Beef Burger,Chocolate Brownie,1,5,Junk,Non-Veg,Veg,7.6,15,239.0,1413.0,,0,0
ORD11624,U1491,R520,Sushi Platter,Mint Raita,1,3,Junk,Vegan,Non-Veg,11.1,20,124.0,734.0,4.0,0,0
ORD11625,U1286,R549,Oatmeal Bowl,Miso Soup,0,2,Healthy,Veg,Non-Veg,11.7,7,50.0,207.0,4.5,0,0
ORD11626,U1114,R511,Chicken Biryani,Mint Raita,1,0,Balanced,Veg,Non-Veg,11.9,1,45.0,337.0,4.5,1,0
ORD11627,U1144,R516,Chicken Biryani,Mint Raita,1,3,Healthy,Veg,Vegan,3.8,1,169.0,257.0,4.0,1,0
ORD11628,U1077,R510,Oatmeal Bowl,Chocolate Brownie,0,1,Healthy,Veg,Non-Veg,3.3,15,121.0,945.0,4.6,0,0
ORD11629,U1128,R537,Sushi Platter,French Fries,1,6,Healthy,Vegan,Non-Veg,9.1,9,42.0,402.0,3.5,0,0
ORD11630,U1189,R539,Oatmeal Bowl,Mint Raita,0,4,Healthy,Vegan,Vegan,11.2,8,190.0,823.0,3.2,0,0
ORD11631,U1322,R535,Masala Dosa,Healthy Quinoa Salad,1,3,Balanced,Vegan,Non-Veg,5.1,13,204.0,650.0,3.9,0,1
ORD11632,U1075,R539,Pasta Alfredo,Green Tea,1,7,Balanced,Non-Veg,Non-Veg,2.0,7,187.0,1235.0,4.9,0,0
ORD11633,U1339,R511,Oatmeal Bowl,Butter Naan,1,4,Healthy,Vegan,Vegan,10.9,8,67.0,583.0,4.0,0,0
ORD11634,U1089,R507,Paneer Butter Masala,Butter Naan,1,3,Healthy,Veg,Veg,4.8,22,179.0,769.0,4.3,1,0
ORD11635,U1139,R501,Oatmeal Bowl,Mint Raita,0,1,Junk,Vegan,Non-Veg,2.9,0,22.0,1124.0,4.2,0,0
ORD11636,U1417,R536,Chicken Biryani,Healthy Quinoa Salad,1,2,Junk,Non-Veg,Veg,2.6,19,90.0,735.0,,0,0
ORD11637,U1417,R509,Paneer Butter Masala,Miso Soup,1,1,Balanced,Veg,Vegan,5.1,19,112.0,1221.0,3.8,0,0
ORD11638,U1372,R511,Chicken Biryani,Extra Chutney,1,4,Junk,Vegan,Non-Veg,9.1,1,212.0,1043.0,4.4,0,0
ORD11639,U1091,R500,Margherita Pizza,Extra Chutney,1,2,Balanced,Veg,Non-Veg,5.7,2,110.0,704.0,4.9,1,0
ORD11640,U1369,R518,Beef Burger,Chocolate Brownie,1,1,Balanced,Veg,Vegan,0.8,8,23.0,830.0,3.3,0,0
ORD11641,U1262,R532,Chicken Biryani,Butter Naan,1,2,Balanced,Vegan,Non-Veg,1.9,19,101.0,1456.0,3.8,1,0
ORD11642,U1136,R517,Paneer Butter Masala,Mint Raita,0,1,Junk,Vegan,Veg,4.7,8,135.0,1043.0,3.2,0,0
ORD11643,U1352,R542,Margherita Pizza,Extra Chutney,1,3,Junk,Non-Veg,Veg,10.1,7,238.0,1372.0,3.5,0,1
ORD11644,U1089,R540,Chicken Biryani,Mint Raita,1,1,Balanced,Vegan,Vegan,1.9,21,236.0,391.0,3.8,1,0
ORD11645,U1468,R527,Masala Dosa,Chocolate Brownie,1,3,Balanced,Vegan,Non-Veg,8.6,23,62.0,802.0,4.1,0,0
ORD11646,U1026,R502,Oatmeal Bowl,Butter Naan,1,3,Healthy,Vegan,Non-Veg,2.2,14,63.0,1377.0,,0,0
ORD11647,U1274,R527,Beef Burger,Filter Coffee,0,1,Balanced,Veg,Vegan,3.6,2,58.0,586.0,3.5,1,0
ORD11648,U1367,R514,Chicken Biryani,Green Tea,0,2,Balanced,Non-Veg,Veg,3.0,13,201.0,1456.0,4.6,0,0
ORD11649,U1156,R510,Margherita Pizza,Green Tea,1,3,Healthy,Veg,Veg,1.5,0,21.0,281.0,4.9,0,1
ORD11650,U1144,R530,Masala Dosa,Extra Chutney,1,6,Balanced,Vegan,Vegan,10.2,9,49.0,1369.0,3.6,0,0
ORD11651,U1498,R550,Sushi Platter,Green Tea,0,3,Balanced,Non-Veg,Non-Veg,7.2,10,144.0,751.0,,0,0
ORD11652,U1127,R524,Margherita Pizza,Filter Coffee,1,5,Balanced,Vegan,Veg,12.6,14,77.0,250.0,3.5,0,1
ORD11653,U1082,R501,Oatmeal Bowl,Mint Raita,0,1,Healthy,Veg,Non-Veg,1.9,7,41.0,1337.0,,1,1
ORD11654,U1066,R534,Margherita Pizza,Chocolate Brownie,1,2,Junk,Veg,Veg,2.6,14,103.0,490.0,4.3,0,0
ORD11655,U1115,R516,Masala Dosa,Filter Coffee,1,3,Balanced,Vegan,Non-Veg,4.9,2,83.0,180.0,4.6,0,0
ORD11656,U1258,R513,Margherita Pizza,Chocolate Brownie,0,3,Healthy,Non-Veg,Veg,11.6,12,138.0,333.0,,0,0
ORD11657,U1488,R541,Masala Dosa,Chocolate Brownie,0,1,Balanced,Veg,Non-Veg,4.9,13,245.0,1040.0,4.2,0,0
ORD11658,U1410,R548,Chicken Biryani,Butter Naan,0,3,Healthy,Vegan,Vegan,6.4,20,49.0,1470.0,4.1,0,1
ORD11659,U1028,R549,Pasta Alfredo,Mint Raita,1,3,Balanced,Vegan,Veg,4.9,0,106.0,300.0,3.6,0,0
ORD11660,U1207,R511,Masala Dosa,Healthy Quinoa Salad,0,1,Healthy,Vegan,Vegan,1.7,22,234.0,774.0,3.5,1,0
ORD11661,U1056,R542,Masala Dosa,Green Tea,0,3,Junk,Non-Veg,Veg,14.1,22,222.0,394.0,,0,0
ORD11662,U1097,R548,Beef Burger,Healthy Quinoa Salad,1,2,Junk,Vegan,Veg,8.5,22,111.0,1156.0,4.4,0,0
ORD11663,U1091,R520,Masala Dosa,Butter Naan,1,4,Junk,Vegan,Veg,11.9,22,181.0,309.0,,0,0
ORD11664,U1332,R520,Masala Dosa,Chocolate Brownie,1,4,Balanced,Veg,Non-Veg,10.0,15,40.0,474.0,4.1,0,1
ORD11665,U1180,R510,Sushi Platter,Extra Chutney,1,3,Healthy,Vegan,Veg,8.0,19,184.0,415.0,3.3,1,0
ORD11666,U1223,R510,Pasta Alfredo,Green Tea,0,4,Balanced,Non-Veg,Vegan,1.8,14,244.0,896.0,3.3,0,0
ORD11667,U1272,R524,Chicken Biryani,Green Tea,1,5,Balanced,Vegan,Non-Veg,9.8,13,144.0,1329.0,,0,0
ORD11668,U1050,R500,Oatmeal Bowl,Mint Raita,1,3,Healthy,Non-Veg,Non-Veg,2.8,10,135.0,840.0,3.6,0,0
ORD11669,U1199,R521,Beef Burger,French Fries,1,2,Balanced,Vegan,Veg,6.5,0,63.0,229.0,3.9,0,0
ORD11670,U1457,R513,Sushi Platter,Garlic Bread,0,6,Healthy,Vegan,Non-Veg,9.6,10,166.0,911.0,3.7,1,0
ORD11671,U1108,R517,Paneer Butter Masala,Garlic Bread,1,2,Healthy,Vegan,Veg,11.8,8,156.0,1227.0,4.3,0,0
ORD11672,U1380,R542,Pasta Alfredo,Garlic Bread,1,2,Junk,Non-Veg,Vegan,10.4,14,170.0,328.0,3.9,0,0
ORD11673,U1068,R518,Chicken Biryani,French Fries,1,4,Junk,Veg,Non-Veg,10.2,20,26.0,248.0,4.9,0,0
ORD11674,U1465,R547,Chicken Biryani,Mint Raita,0,1,Junk,Non-Veg,Non-Veg,2.7,20,146.0,404.0,3.7,0,0
ORD11675,U1297,R513,Paneer Butter Masala,French Fries,0,0,Healthy,Veg,Vegan,5.5,10,157.0,1157.0,4.5,0,0
ORD11676,U1367,R529,Oatmeal Bowl,Garlic Bread,0,4,Junk,Non-Veg,Vegan,1.1,23,68.0,949.0,3.5,1,0
ORD11677,U1340,R526,Masala Dosa,Butter Naan,0,4,Healthy,Vegan,Veg,10.9,19,68.0,880.0,4.0,0,0
ORD11678,U1432,R509,Sushi Platter,Filter Coffee,1,2,Balanced,Vegan,Non-Veg,14.3,13,84.0,487.0,4.1,1,0
ORD11679,U1497,R529,Margherita Pizza,Chocolate Brownie,0,0,Junk,Veg,Vegan,4.3,12,184.0,599.0,3.7,0,0
ORD11680,U1341,R548,Beef Burger,French Fries,1,3,Healthy,Veg,Non-Veg,1.8,9,159.0,1454.0,3.9,1,1
ORD11681,U1050,R540,Margherita Pizza,Mint Raita,0,6,Healthy,Non-Veg,Vegan,7.4,1,215.0,475.0,3.6,0,0
ORD11682,U1415,R526,Paneer Butter Masala,Mint Raita,0,4,Healthy,Non-Veg,Non-Veg,12.9,12,88.0,1367.0,3.0,0,0
ORD11683,U1225,R500,Chicken Biryani,Healthy Quinoa Salad,1,3,Healthy,Veg,Vegan,8.5,19,230.0,934.0,3.4,1,0
ORD11684,U1195,R537,Oatmeal Bowl,Filter Coffee,0,1,Junk,Veg,Non-Veg,1.2,21,191.0,316.0,4.4,0,1
ORD11685,U1033,R550,Chicken Biryani,Extra Chutney,1,4,Junk,Non-Veg,Veg,14.6,7,111.0,781.0,4.5,0,0
ORD11686,U1468,R546,Beef Burger,Green Tea,1,4,Junk,Veg,Non-Veg,12.5,12,42.0,1431.0,3.6,1,0
ORD11687,U1451,R501,Chicken Biryani,Garlic Bread,0,2,Healthy,Veg,Veg,2.4,22,79.0,715.0,,0,0
ORD11688,U1421,R522,Chicken Biryani,Extra Chutney,0,7,Balanced,Veg,Veg,13.9,10,240.0,1316.0,3.1,0,0
ORD11689,U1173,R515,Beef Burger,Healthy Quinoa Salad,0,2,Healthy,Veg,Veg,7.0,7,91.0,496.0,3.5,1,0
ORD11690,U1091,R530,Sushi Platter,Garlic Bread,0,4,Balanced,Vegan,Non-Veg,5.9,12,96.0,921.0,4.6,1,1
ORD11691,U1381,R531,Sushi Platter,Filter Coffee,0,1,Junk,Vegan,Non-Veg,7.2,15,64.0,1289.0,4.2,1,1
ORD11692,U1466,R518,Beef Burger,Healthy Quinoa Salad,0,3,Healthy,Veg,Veg,12.6,15,206.0,1393.0,3.4,0,0
ORD11693,U1248,R541,Oatmeal Bowl,Garlic Bread,0,0,Healthy,Non-Veg,Vegan,10.1,19,83.0,806.0,3.5,0,0
ORD11694,U1353,R528,Paneer Butter Masala,Filter Coffee,1,1,Junk,Vegan,Non-Veg,1.4,15,96.0,1014.0,4.6,1,0
ORD11695,U1305,R537,Pasta Alfredo,Miso Soup,1,3,Healthy,Non-Veg,Non-Veg,14.4,1,115.0,154.0,3.4,0,0
ORD11696,U1174,R518,Chicken Biryani,Extra Chutney,1,2,Balanced,Non-Veg,Non-Veg,2.6,13,120.0,492.0,3.7,1,0
ORD11697,U1122,R507,Oatmeal Bowl,Extra Chutney,0,2,,Vegan,Non-Veg,11.3,9,115.0,526.0,4.3,0,0
ORD11698,U1309,R535,Chicken Biryani,Green Tea,0,2,Balanced,Non-Veg,Veg,9.7,10,136.0,276.0,4.1,0,0
ORD11699,U1339,R512,Pasta Alfredo,Filter Coffee,1,4,,Non-Veg,Vegan,3.2,14,207.0,528.0,3.9,0,0
ORD11700,U1173,R526,Paneer Butter Masala,French Fries,1,2,Healthy,Veg,Vegan,3.0,0,208.0,584.0,4.8,1,0
ORD11701,U1238,R527,Sushi Platter,Miso Soup,1,3,Balanced,Veg,Vegan,13.1,2,204.0,1458.0,3.4,0,0
ORD11702,U1384,R521,Oatmeal Bowl,Butter Naan,0,4,Healthy,Veg,Vegan,6.6,21,43.0,1053.0,4.5,1,0
ORD11703,U1148,R541,Masala Dosa,Garlic Bread,1,3,Balanced,Vegan,Veg,10.0,14,204.0,725.0,3.3,1,0
ORD11704,U1024,R548,Masala Dosa,Miso Soup,1,5,Junk,Veg,Non-Veg,7.8,8,48.0,1484.0,4.2,1,0
ORD11705,U1492,R526,Pasta Alfredo,Filter Coffee,0,1,Balanced,Non-Veg,Non-Veg,11.0,22,49.0,357.0,4.7,1,0
ORD11706,U1369,R535,Masala Dosa,Chocolate Brownie,1,6,,Non-Veg,Veg,7.4,19,238.0,793.0,3.9,1,1
ORD11707,U1253,R525,Sushi Platter,Garlic Bread,1,3,Junk,Non-Veg,Non-Veg,4.7,10,208.0,1024.0,4.4,1,0
ORD11708,U1461,R527,Pasta Alfredo,Mint Raita,0,4,Junk,Non-Veg,Veg,5.8,0,147.0,225.0,4.6,0,0
ORD11709,U1229,R534,Sushi Platter,Extra Chutney,0,4,Balanced,Non-Veg,Vegan,13.0,13,221.0,1118.0,3.3,0,0
ORD11710,U1233,R520,Paneer Butter Masala,Filter Coffee,1,4,,Vegan,Veg,7.3,8,248.0,285.0,4.4,0,0
ORD11711,U1379,R534,Chicken Biryani,Mint Raita,1,2,Healthy,Non-Veg,Non-Veg,3.6,20,160.0,339.0,4.8,0,0
ORD11712,U1060,R538,Paneer Butter Masala,Green Tea,0,6,Healthy,Vegan,Non-Veg,14.1,19,161.0,366.0,4.2,0,0
ORD11713,U1325,R502,Paneer Butter Masala,Healthy Quinoa Salad,0,1,Junk,Non-Veg,Non-Veg,12.1,2,194.0,1404.0,,0,0
ORD11714,U1499,R523,Sushi Platter,Butter Naan,0,6,Balanced,Vegan,Vegan,1.3,10,73.0,1072.0,3.3,1,0
ORD11715,U1378,R544,Pasta Alfredo,Butter Naan,1,3,Healthy,Vegan,Veg,15.0,14,58.0,1035.0,3.5,0,0
ORD11716,U1031,R500,Pasta Alfredo,Mint Raita,0,3,Healthy,Non-Veg,Veg,10.6,23,195.0,900.0,3.2,0,0
ORD11717,U1261,R520,Masala Dosa,Extra Chutney,1,2,Healthy,Non-Veg,Non-Veg,2.8,12,99.0,545.0,4.0,1,0
ORD11718,U1277,R513,Margherita Pizza,Green Tea,0,3,Balanced,Non-Veg,Veg,3.9,14,51.0,988.0,3.1,0,0
ORD11719,U1087,R522,Chicken Biryani,Chocolate Brownie,0,5,,Non-Veg,Non-Veg,10.5,14,92.0,704.0,3.4,0,0
ORD11720,U1420,R538,Sushi Platter,Extra Chutney,1,4,Junk,Veg,Veg,11.8,2,102.0,346.0,3.9,1,0
ORD11721,U1167,R543,Masala Dosa,Miso Soup,1,4,Balanced,Veg,Vegan,4.0,10,242.0,1081.0,3.9,0,1
ORD11722,U1360,R547,Oatmeal Bowl,Butter Naan,1,2,Healthy,Vegan,Vegan,4.2,10,181.0,325.0,4.1,0,0
ORD11723,U1241,R538,Margherita Pizza,Miso Soup,1,4,Healthy,Vegan,Veg,5.0,23,142.0,407.0,4.4,0,0
ORD11724,U1192,R540,Margherita Pizza,Garlic Bread,1,5,Balanced,Veg,Vegan,9.2,7,243.0,1254.0,3.1,0,0
ORD11725,U1093,R505,Sushi Platter,French Fries,0,3,Healthy,Vegan,Vegan,3.0,14,228.0,1041.0,3.2,1,0
ORD11726,U1476,R526,Beef Burger,Filter Coffee,1,5,,Non-Veg,Vegan,2.0,13,138.0,1002.0,3.1,0,1
ORD11727,U1465,R535,Chicken Biryani,Green Tea,0,1,Junk,Vegan,Non-Veg,10.3,0,228.0,715.0,3.8,1,0
ORD11728,U1198,R528,Margherita Pizza,Extra Chutney,1,4,Balanced,Vegan,Veg,11.8,0,113.0,685.0,3.1,0,0
ORD11729,U1329,R535,Sushi Platter,Butter Naan,1,3,Healthy,Vegan,Veg,7.8,8,73.0,1082.0,4.5,0,0
ORD11730,U1069,R525,Sushi Platter,Miso Soup,0,6,Balanced,Veg,Non-Veg,5.8,20,74.0,1149.0,3.4,1,0
ORD11731,U1196,R544,Masala Dosa,Healthy Quinoa Salad,1,4,Balanced,Veg,Non-Veg,6.8,2,172.0,839.0,4.9,1,0
ORD11732,U1331,R517,Oatmeal Bowl,Garlic Bread,0,3,Junk,Vegan,Vegan,6.1,14,135.0,1459.0,4.0,0,0
ORD11733,U1352,R512,Beef Burger,Filter Coffee,0,2,Junk,Non-Veg,Veg,198.42227198228642,20,172.0,1440.0,3.9,0,0
ORD11734,U1355,R524,Chicken Biryani,Filter Coffee,1,3,Balanced,Vegan,Non-Veg,11.6,13,178.0,707.0,4.6,1,0
